Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2009-10,05-12-2009,Sevilla,Valladolid,1,1,D,1,1,D
2009-10,05-12-2009,Xerez,Ath Madrid,0,2,A,0,1,A
2009-10,06-12-2009,Ath Bilbao,Valencia,1,2,A,0,0,D
2009-10,06-12-2009,Espanol,Santander,0,4,A,0,0,D
2009-10,06-12-2009,Malaga,Osasuna,1,1,D,0,0,D
2009-10,06-12-2009,Mallorca,Zaragoza,4,1,H,1,0,H
2009-10,06-12-2009,Tenerife,Sp Gijon,2,1,H,0,1,A
2009-10,06-12-2009,Villarreal,Getafe,3,2,H,1,1,D
2009-10,12-12-2009,Barcelona,Espanol,1,0,H,1,0,H
2009-10,12-12-2009,Valencia,Real Madrid,2,3,A,0,0,D
2009-10,12-12-2009,Zaragoza,Ath Bilbao,1,2,A,0,0,D
2009-10,13-12-2009,Almeria,La Coruna,1,1,D,0,0,D
2009-10,13-12-2009,Ath Madrid,Villarreal,1,2,A,1,0,H
2009-10,13-12-2009,Getafe,Tenerife,2,1,H,1,0,H
2009-10,13-12-2009,Osasuna,Mallorca,0,1,A,0,0,D
2009-10,13-12-2009,Santander,Xerez,3,2,H,1,1,D
2009-10,13-12-2009,Sp Gijon,Sevilla,0,1,A,0,1,A
2009-10,13-12-2009,Valladolid,Malaga,1,1,D,0,1,A
2009-10,19-12-2009,Ath Bilbao,Osasuna,2,0,H,2,0,H
2009-10,19-12-2009,Real Madrid,Zaragoza,6,0,H,4,0,H
2009-10,19-12-2009,Sevilla,Getafe,1,2,A,0,2,A
2009-10,20-12-2009,Espanol,Almeria,2,0,H,1,0,H
2009-10,20-12-2009,La Coruna,Valencia,0,0,D,0,0,D
2009-10,20-12-2009,Malaga,Mallorca,2,1,H,1,0,H
2009-10,20-12-2009,Tenerife,Ath Madrid,1,1,D,1,1,D
2009-10,20-12-2009,Valladolid,Sp Gijon,2,1,H,1,1,D
2009-10,20-12-2009,Villarreal,Santander,2,0,H,0,0,D
2009-10,02-01-2010,Ath Madrid,Sevilla,2,1,H,0,1,A
2009-10,02-01-2010,Barcelona,Villarreal,1,1,D,1,0,H
2009-10,02-01-2010,Valencia,Espanol,1,0,H,0,0,D
2009-10,03-01-2010,Almeria,Xerez,1,0,H,0,0,D
2009-10,03-01-2010,Getafe,Valladolid,1,0,H,0,0,D
2009-10,03-01-2010,Mallorca,Ath Bilbao,2,0,H,0,0,D
2009-10,03-01-2010,Osasuna,Real Madrid,0,0,D,0,0,D
2009-10,03-01-2010,Santander,Tenerife,2,0,H,0,0,D
2009-10,03-01-2010,Sp Gijon,Malaga,2,2,D,1,1,D
2009-10,03-01-2010,Zaragoza,La Coruna,0,0,D,0,0,D
2009-10,09-01-2010,Sevilla,Santander,1,2,A,0,2,A
2009-10,09-01-2010,Valladolid,Ath Madrid,0,4,A,0,2,A
2009-10,09-01-2010,Villarreal,Almeria,1,1,D,1,0,H
2009-10,10-01-2010,Espanol,Zaragoza,2,1,H,1,1,D
2009-10,10-01-2010,La Coruna,Osasuna,1,0,H,0,0,D
2009-10,10-01-2010,Malaga,Ath Bilbao,1,1,D,0,0,D
2009-10,10-01-2010,Real Madrid,Mallorca,2,0,H,1,0,H
2009-10,10-01-2010,Sp Gijon,Getafe,1,0,H,1,0,H
2009-10,10-01-2010,Tenerife,Barcelona,0,5,A,0,3,A
2009-10,10-01-2010,Xerez,Valencia,1,3,A,1,2,A
2009-10,16-01-2010,Ath Bilbao,Real Madrid,1,0,H,1,0,H
2009-10,16-01-2010,Barcelona,Sevilla,4,0,H,0,0,D
2009-10,16-01-2010,Osasuna,Espanol,2,0,H,2,0,H
2009-10,17-01-2010,Almeria,Tenerife,1,1,D,0,1,A
2009-10,17-01-2010,Ath Madrid,Sp Gijon,3,2,H,1,1,D
2009-10,17-01-2010,Malaga,Getafe,1,0,H,0,0,D
2009-10,17-01-2010,Mallorca,La Coruna,2,0,H,0,0,D
2009-10,17-01-2010,Santander,Valladolid,1,1,D,0,1,A
2009-10,17-01-2010,Valencia,Villarreal,4,1,H,2,0,H
2009-10,17-01-2010,Zaragoza,Xerez,0,0,D,0,0,D
2009-10,23-01-2010,La Coruna,Ath Bilbao,3,1,H,0,0,D
2009-10,23-01-2010,Sevilla,Almeria,1,0,H,1,0,H
2009-10,23-01-2010,Valladolid,Barcelona,0,3,A,0,2,A
2009-10,24-01-2010,Espanol,Mallorca,1,1,D,0,0,D
2009-10,24-01-2010,Getafe,Ath Madrid,1,0,H,1,0,H
2009-10,24-01-2010,Real Madrid,Malaga,2,0,H,2,0,H
2009-10,24-01-2010,Sp Gijon,Santander,0,1,A,0,1,A
2009-10,24-01-2010,Tenerife,Valencia,0,0,D,0,0,D
2009-10,24-01-2010,Villarreal,Zaragoza,4,2,H,3,0,H
2009-10,24-01-2010,Xerez,Osasuna,1,2,A,1,1,D
2009-10,30-01-2010,Espanol,Ath Bilbao,1,0,H,0,0,D
2009-10,30-01-2010,La Coruna,Real Madrid,1,3,A,0,2,A
2009-10,30-01-2010,Sp Gijon,Barcelona,0,1,A,0,1,A
2009-10,31-01-2010,Ath Madrid,Malaga,0,2,A,0,1,A
2009-10,31-01-2010,Getafe,Santander,0,0,D,0,0,D
2009-10,31-01-2010,Sevilla,Valencia,2,1,H,1,0,H
2009-10,31-01-2010,Tenerife,Zaragoza,1,3,A,0,0,D
2009-10,31-01-2010,Valladolid,Almeria,1,1,D,0,1,A
2009-10,31-01-2010,Villarreal,Osasuna,0,2,A,0,1,A
2009-10,31-01-2010,Xerez,Mallorca,2,1,H,0,1,A
2009-10,06-02-2010,Barcelona,Getafe,2,1,H,1,0,H
2009-10,06-02-2010,Real Madrid,Espanol,3,0,H,2,0,H
2009-10,06-02-2010,Valencia,Valladolid,2,0,H,2,0,H
2009-10,07-02-2010,Almeria,Sp Gijon,3,1,H,2,1,H
2009-10,07-02-2010,Ath Bilbao,Xerez,3,2,H,1,2,A
2009-10,07-02-2010,Malaga,La Coruna,0,0,D,0,0,D
2009-10,07-02-2010,Mallorca,Villarreal,1,0,H,0,0,D
2009-10,07-02-2010,Osasuna,Tenerife,1,0,H,0,0,D
2009-10,07-02-2010,Santander,Ath Madrid,1,1,D,1,1,D
2009-10,07-02-2010,Zaragoza,Sevilla,2,1,H,2,1,H
2009-10,13-02-2010,Sp Gijon,Valencia,1,1,D,1,0,H
2009-10,13-02-2010,Villarreal,Ath Bilbao,2,1,H,2,1,H
2009-10,13-02-2010,Xerez,Real Madrid,0,3,A,0,0,D
2009-10,14-02-2010,Ath Madrid,Barcelona,2,1,H,2,1,H
2009-10,14-02-2010,Espanol,La Coruna,2,0,H,1,0,H
2009-10,14-02-2010,Getafe,Almeria,2,2,D,0,0,D
2009-10,14-02-2010,Santander,Malaga,0,3,A,0,2,A
2009-10,14-02-2010,Sevilla,Osasuna,1,0,H,1,0,H
2009-10,14-02-2010,Valladolid,Zaragoza,1,1,D,1,1,D
2009-10,15-02-2010,Tenerife,Mallorca,1,0,H,1,0,H
2009-10,20-02-2010,Barcelona,Santander,4,0,H,3,0,H
2009-10,20-02-2010,La Coruna,Xerez,2,1,H,2,1,H
2009-10,20-02-2010,Mallorca,Sevilla,1,3,A,1,1,D
2009-10,21-02-2010,Almeria,Ath Madrid,1,0,H,0,0,D
2009-10,21-02-2010,Ath Bilbao,Tenerife,4,1,H,2,0,H
2009-10,21-02-2010,Malaga,Espanol,2,1,H,1,1,D
2009-10,21-02-2010,Osasuna,Valladolid,1,1,D,0,0,D
2009-10,21-02-2010,Real Madrid,Villarreal,6,2,H,2,1,H
2009-10,21-02-2010,Zaragoza,Sp Gijon,1,3,A,0,1,A
2009-10,22-02-2010,Valencia,Getafe,2,1,H,1,0,H
2009-10,27-02-2010,Barcelona,Malaga,2,1,H,0,0,D
2009-10,27-02-2010,Getafe,Zaragoza,0,2,A,0,2,A
2009-10,27-02-2010,Tenerife,Real Madrid,1,5,A,0,2,A
2009-10,28-02-2010,Ath Madrid,Valencia,4,1,H,1,1,D
2009-10,28-02-2010,Santander,Almeria,0,2,A,0,1,A
2009-10,28-02-2010,Sevilla,Ath Bilbao,0,0,D,0,0,D
2009-10,28-02-2010,Sp Gijon,Osasuna,3,2,H,1,1,D
2009-10,28-02-2010,Valladolid,Mallorca,1,2,A,0,0,D
2009-10,28-02-2010,Villarreal,La Coruna,1,0,H,1,0,H
2009-10,28-02-2010,Xerez,Espanol,1,1,D,0,1,A
2009-10,06-03-2010,Almeria,Barcelona,2,2,D,1,1,D
2009-10,06-03-2010,La Coruna,Tenerife,3,1,H,1,1,D
2009-10,06-03-2010,Real Madrid,Sevilla,3,2,H,0,1,A
2009-10,07-03-2010,Ath Bilbao,Valladolid,2,0,H,2,0,H
2009-10,07-03-2010,Espanol,Villarreal,0,0,D,0,0,D
2009-10,07-03-2010,Malaga,Xerez,2,4,A,1,1,D
2009-10,07-03-2010,Mallorca,Sp Gijon,3,0,H,1,0,H
2009-10,07-03-2010,Osasuna,Getafe,0,0,D,0,0,D
2009-10,07-03-2010,Zaragoza,Ath Madrid,1,1,D,1,0,H
2009-10,08-03-2010,Valencia,Santander,0,0,D,0,0,D
2009-10,13-03-2010,Getafe,Mallorca,3,0,H,1,0,H
2009-10,13-03-2010,Sevilla,La Coruna,1,1,D,1,1,D
2009-10,13-03-2010,Sp Gijon,Ath Bilbao,0,0,D,0,0,D
2009-10,14-03-2010,Almeria,Malaga,1,0,H,0,0,D
2009-10,14-03-2010,Barcelona,Valencia,3,0,H,0,0,D
2009-10,14-03-2010,Santander,Zaragoza,0,0,D,0,0,D
2009-10,14-03-2010,Tenerife,Espanol,4,1,H,1,0,H
2009-10,14-03-2010,Valladolid,Real Madrid,1,4,A,0,2,A
2009-10,14-03-2010,Villarreal,Xerez,2,0,H,1,0,H
2009-10,15-03-2010,Ath Madrid,Osasuna,1,0,H,0,0,D
2009-10,20-03-2010,Ath Bilbao,Getafe,2,2,D,1,1,D
2009-10,20-03-2010,Espanol,Sevilla,2,0,H,1,0,H
2009-10,20-03-2010,La Coruna,Valladolid,0,2,A,0,1,A
2009-10,20-03-2010,Real Madrid,Sp Gijon,3,1,H,0,0,D
2009-10,20-03-2010,Xerez,Tenerife,2,1,H,2,0,H
2009-10,21-03-2010,Malaga,Villarreal,2,0,H,0,0,D
2009-10,21-03-2010,Mallorca,Ath Madrid,4,1,H,2,1,H
2009-10,21-03-2010,Osasuna,Santander,1,3,A,1,1,D
2009-10,21-03-2010,Valencia,Almeria,2,0,H,0,0,D
2009-10,21-03-2010,Zaragoza,Barcelona,2,4,A,0,1,A
2009-10,23-03-2010,Sevilla,Xerez,1,1,D,0,0,D
2009-10,23-03-2010,Sp Gijon,La Coruna,2,1,H,1,0,H
2009-10,24-03-2010,Almeria,Zaragoza,1,0,H,0,0,D
2009-10,24-03-2010,Barcelona,Osasuna,2,0,H,0,0,D
2009-10,24-03-2010,Santander,Mallorca,0,0,D,0,0,D
2009-10,24-03-2010,Tenerife,Villarreal,2,2,D,0,1,A
2009-10,24-03-2010,Valencia,Malaga,1,0,H,1,0,H
2009-10,24-03-2010,Valladolid,Espanol,0,0,D,0,0,D
2009-10,25-03-2010,Ath Madrid,Ath Bilbao,2,0,H,0,0,D
2009-10,25-03-2010,Getafe,Real Madrid,2,4,A,1,4,A
2009-10,27-03-2010,Malaga,Tenerife,1,1,D,0,0,D
2009-10,27-03-2010,Mallorca,Barcelona,0,1,A,0,0,D
2009-10,27-03-2010,Zaragoza,Valencia,3,0,H,1,0,H
2009-10,28-03-2010,Espanol,Sp Gijon,0,0,D,0,0,D
2009-10,28-03-2010,La Coruna,Getafe,1,3,A,0,2,A
2009-10,28-03-2010,Osasuna,Almeria,1,0,H,1,0,H
2009-10,28-03-2010,Real Madrid,Ath Madrid,3,2,H,0,1,A
2009-10,28-03-2010,Villarreal,Sevilla,3,0,H,2,0,H
2009-10,28-03-2010,Xerez,Valladolid,3,0,H,2,0,H
2009-10,29-03-2010,Ath Bilbao,Santander,4,3,H,2,1,H
2009-10,03-04-2010,Barcelona,Ath Bilbao,4,1,H,2,0,H
2009-10,03-04-2010,Sevilla,Tenerife,3,0,H,2,0,H
2009-10,03-04-2010,Zaragoza,Malaga,2,0,H,1,0,H
2009-10,04-04-2010,Almeria,Mallorca,1,1,D,1,0,H
2009-10,04-04-2010,Ath Madrid,La Coruna,3,0,H,1,0,H
2009-10,04-04-2010,Getafe,Espanol,1,1,D,1,0,H
2009-10,04-04-2010,Santander,Real Madrid,0,2,A,0,1,A
2009-10,04-04-2010,Sp Gijon,Xerez,2,2,D,1,0,H
2009-10,04-04-2010,Valencia,Osasuna,3,0,H,0,0,D
2009-10,04-04-2010,Valladolid,Villarreal,0,2,A,0,1,A
2009-10,10-04-2010,Malaga,Sevilla,1,2,A,1,0,H
2009-10,10-04-2010,Real Madrid,Barcelona,0,2,A,0,1,A
2009-10,10-04-2010,Tenerife,Valladolid,0,0,D,0,0,D
2009-10,10-04-2010,Villarreal,Sp Gijon,1,0,H,1,0,H
2009-10,10-04-2010,Xerez,Getafe,0,1,A,0,0,D
2009-10,11-04-2010,Ath Bilbao,Almeria,4,1,H,2,0,H
2009-10,11-04-2010,Espanol,Ath Madrid,3,0,H,0,0,D
2009-10,11-04-2010,La Coruna,Santander,1,1,D,1,0,H
2009-10,11-04-2010,Mallorca,Valencia,3,2,H,2,0,H
2009-10,11-04-2010,Osasuna,Zaragoza,2,0,H,1,0,H
2009-10,13-04-2010,Getafe,Villarreal,3,0,H,0,0,D
2009-10,13-04-2010,Sp Gijon,Tenerife,0,2,A,0,0,D
2009-10,13-04-2010,Valladolid,Sevilla,2,1,H,1,0,H
2009-10,14-04-2010,Ath Madrid,Xerez,1,2,A,1,1,D
2009-10,14-04-2010,Barcelona,La Coruna,3,0,H,1,0,H
2009-10,14-04-2010,Osasuna,Malaga,2,2,D,1,1,D
2009-10,14-04-2010,Santander,Espanol,3,1,H,1,1,D
2009-10,14-04-2010,Zaragoza,Mallorca,1,1,D,1,1,D
2009-10,15-04-2010,Almeria,Real Madrid,1,2,A,1,1,D
2009-10,15-04-2010,Valencia,Ath Bilbao,2,0,H,1,0,H
2009-10,17-04-2010,Espanol,Barcelona,0,0,D,0,0,D
2009-10,17-04-2010,Sevilla,Sp Gijon,3,0,H,1,0,H
2009-10,17-04-2010,Villarreal,Ath Madrid,2,1,H,2,0,H
2009-10,18-04-2010,Ath Bilbao,Zaragoza,0,0,D,0,0,D
2009-10,18-04-2010,La Coruna,Almeria,0,0,D,0,0,D
2009-10,18-04-2010,Malaga,Valladolid,0,0,D,0,0,D
2009-10,18-04-2010,Real Madrid,Valencia,2,0,H,1,0,H
2009-10,18-04-2010,Tenerife,Getafe,3,2,H,1,1,D
2009-10,18-04-2010,Xerez,Santander,2,2,D,1,1,D
2009-10,19-04-2010,Mallorca,Osasuna,2,0,H,1,0,H
2009-10,24-04-2010,Barcelona,Xerez,3,1,H,2,1,H
2009-10,24-04-2010,Valencia,La Coruna,1,0,H,1,0,H
2009-10,24-04-2010,Zaragoza,Real Madrid,1,2,A,0,0,D
2009-10,25-04-2010,Almeria,Espanol,0,1,A,0,0,D
2009-10,25-04-2010,Ath Madrid,Tenerife,3,1,H,2,0,H
2009-10,25-04-2010,Getafe,Sevilla,4,3,H,1,2,A
2009-10,25-04-2010,Mallorca,Malaga,1,1,D,0,0,D
2009-10,25-04-2010,Santander,Villarreal,1,2,A,1,0,H
2009-10,25-04-2010,Sp Gijon,Valladolid,0,2,A,0,0,D
2009-10,26-04-2010,Osasuna,Ath Bilbao,0,0,D,0,0,D
2009-10,01-05-2010,Espanol,Valencia,0,2,A,0,0,D
2009-10,01-05-2010,La Coruna,Zaragoza,0,1,A,0,0,D
2009-10,01-05-2010,Malaga,Sp Gijon,1,1,D,0,1,A
2009-10,01-05-2010,Tenerife,Santander,2,1,H,1,0,H
2009-10,01-05-2010,Valladolid,Getafe,0,0,D,0,0,D
2009-10,01-05-2010,Villarreal,Barcelona,1,4,A,0,3,A
2009-10,01-05-2010,Xerez,Almeria,2,1,H,1,1,D
2009-10,02-05-2010,Ath Bilbao,Mallorca,1,3,A,1,1,D
2009-10,02-05-2010,Real Madrid,Osasuna,3,2,H,2,2,D
2009-10,02-05-2010,Sevilla,Ath Madrid,3,1,H,3,1,H
2009-10,04-05-2010,Almeria,Villarreal,4,2,H,3,0,H
2009-10,04-05-2010,Barcelona,Tenerife,4,1,H,1,1,D
2009-10,04-05-2010,Getafe,Sp Gijon,1,1,D,0,1,A
2009-10,04-05-2010,Valencia,Xerez,3,1,H,1,1,D
2009-10,05-05-2010,Ath Bilbao,Malaga,1,1,D,1,1,D
2009-10,05-05-2010,Ath Madrid,Valladolid,3,1,H,1,0,H
2009-10,05-05-2010,Mallorca,Real Madrid,1,4,A,1,1,D
2009-10,05-05-2010,Osasuna,La Coruna,3,1,H,3,1,H
2009-10,05-05-2010,Santander,Sevilla,1,5,A,0,2,A
2009-10,05-05-2010,Zaragoza,Espanol,1,0,H,0,0,D
2009-10,08-05-2010,Espanol,Osasuna,2,1,H,0,1,A
2009-10,08-05-2010,Getafe,Malaga,2,1,H,1,0,H
2009-10,08-05-2010,La Coruna,Mallorca,1,0,H,0,0,D
2009-10,08-05-2010,Real Madrid,Ath Bilbao,5,1,H,1,1,D
2009-10,08-05-2010,Sevilla,Barcelona,2,3,A,0,2,A
2009-10,08-05-2010,Sp Gijon,Ath Madrid,1,1,D,0,0,D
2009-10,08-05-2010,Tenerife,Almeria,2,2,D,1,1,D
2009-10,08-05-2010,Valladolid,Santander,2,1,H,0,1,A
2009-10,08-05-2010,Villarreal,Valencia,2,0,H,2,0,H
2009-10,08-05-2010,Xerez,Zaragoza,3,2,H,1,0,H
2009-10,15-05-2010,Almeria,Sevilla,2,3,A,1,1,D
2009-10,15-05-2010,Ath Bilbao,La Coruna,2,0,H,1,0,H
2009-10,15-05-2010,Ath Madrid,Getafe,0,3,A,0,1,A
2009-10,15-05-2010,Mallorca,Espanol,2,0,H,1,0,H
2009-10,15-05-2010,Zaragoza,Villarreal,3,3,D,3,1,H
2009-10,16-05-2010,Barcelona,Valladolid,4,0,H,2,0,H
2009-10,16-05-2010,Malaga,Real Madrid,1,1,D,1,0,H
2009-10,16-05-2010,Osasuna,Xerez,1,1,D,0,0,D
2009-10,16-05-2010,Santander,Sp Gijon,2,0,H,1,0,H
2009-10,16-05-2010,Valencia,Tenerife,1,0,H,0,0,D
2010-11,28-08-2010,Hercules,Ath Bilbao,0,1,A,0,0,D
2010-11,28-08-2010,Levante,Sevilla,1,4,A,1,2,A
2010-11,28-08-2010,Malaga,Valencia,1,3,A,1,1,D
2010-11,29-08-2010,Espanol,Getafe,3,1,H,1,0,H
2010-11,29-08-2010,La Coruna,Zaragoza,0,0,D,0,0,D
2010-11,29-08-2010,Mallorca,Real Madrid,0,0,D,0,0,D
2010-11,29-08-2010,Osasuna,Almeria,0,0,D,0,0,D
2010-11,29-08-2010,Santander,Barcelona,0,3,A,0,2,A
2010-11,29-08-2010,Sociedad,Villarreal,1,0,H,0,0,D
2010-11,30-08-2010,Ath Madrid,Sp Gijon,4,0,H,2,0,H
2010-11,11-09-2010,Ath Bilbao,Ath Madrid,1,2,A,0,1,A
2010-11,11-09-2010,Barcelona,Hercules,0,2,A,0,1,A
2010-11,11-09-2010,Real Madrid,Osasuna,1,0,H,0,0,D
2010-11,11-09-2010,Valencia,Santander,1,0,H,1,0,H
2010-11,12-09-2010,Getafe,Levante,4,1,H,2,1,H
2010-11,12-09-2010,Sevilla,La Coruna,0,0,D,0,0,D
2010-11,12-09-2010,Sp Gijon,Mallorca,2,0,H,0,0,D
2010-11,12-09-2010,Villarreal,Espanol,4,0,H,2,0,H
2010-11,12-09-2010,Zaragoza,Malaga,3,5,A,1,5,A
2010-11,13-09-2010,Almeria,Sociedad,2,2,D,1,2,A
2010-11,18-09-2010,Espanol,Almeria,1,0,H,0,0,D
2010-11,18-09-2010,Mallorca,Osasuna,2,0,H,1,0,H
2010-11,18-09-2010,Sociedad,Real Madrid,1,2,A,0,0,D
2010-11,18-09-2010,Sp Gijon,Ath Bilbao,2,2,D,2,1,H
2010-11,19-09-2010,Ath Madrid,Barcelona,1,2,A,1,2,A
2010-11,19-09-2010,Hercules,Valencia,1,2,A,1,2,A
2010-11,19-09-2010,Levante,Villarreal,1,2,A,0,2,A
2010-11,19-09-2010,Malaga,Sevilla,1,2,A,1,2,A
2010-11,19-09-2010,Santander,Zaragoza,2,0,H,0,0,D
2010-11,20-09-2010,La Coruna,Getafe,2,2,D,0,1,A
2010-11,21-09-2010,Ath Bilbao,Mallorca,3,0,H,1,0,H
2010-11,21-09-2010,Osasuna,Sociedad,3,1,H,2,1,H
2010-11,21-09-2010,Real Madrid,Espanol,3,0,H,1,0,H
2010-11,22-09-2010,Almeria,Levante,0,1,A,0,1,A
2010-11,22-09-2010,Barcelona,Sp Gijon,1,0,H,0,0,D
2010-11,22-09-2010,Valencia,Ath Madrid,1,1,D,0,1,A
2010-11,22-09-2010,Zaragoza,Hercules,0,0,D,0,0,D
2010-11,23-09-2010,Getafe,Malaga,0,2,A,0,0,D
2010-11,23-09-2010,Sevilla,Santander,1,1,D,1,0,H
2010-11,23-09-2010,Villarreal,La Coruna,1,0,H,1,0,H
2010-11,25-09-2010,Ath Bilbao,Barcelona,1,3,A,0,0,D
2010-11,25-09-2010,Levante,Real Madrid,0,0,D,0,0,D
2010-11,25-09-2010,Sp Gijon,Valencia,0,2,A,0,2,A
2010-11,26-09-2010,Ath Madrid,Zaragoza,1,0,H,1,0,H
2010-11,26-09-2010,Espanol,Osasuna,1,0,H,1,0,H
2010-11,26-09-2010,Hercules,Sevilla,2,0,H,2,0,H
2010-11,26-09-2010,La Coruna,Almeria,0,2,A,0,2,A
2010-11,26-09-2010,Mallorca,Sociedad,2,0,H,1,0,H
2010-11,26-09-2010,Santander,Getafe,0,1,A,0,1,A
2010-11,27-09-2010,Malaga,Villarreal,2,3,A,2,3,A
2010-11,02-10-2010,Sociedad,Espanol,1,0,H,0,0,D
2010-11,02-10-2010,Valencia,Ath Bilbao,2,1,H,1,0,H
2010-11,02-10-2010,Zaragoza,Sp Gijon,2,2,D,0,1,A
2010-11,03-10-2010,Almeria,Malaga,1,1,D,0,0,D
2010-11,03-10-2010,Barcelona,Mallorca,1,1,D,1,1,D
2010-11,03-10-2010,Getafe,Hercules,3,0,H,2,0,H
2010-11,03-10-2010,Osasuna,Levante,1,1,D,0,0,D
2010-11,03-10-2010,Real Madrid,La Coruna,6,1,H,3,0,H
2010-11,03-10-2010,Sevilla,Ath Madrid,3,1,H,2,0,H
2010-11,03-10-2010,Villarreal,Santander,2,0,H,2,0,H
2010-11,16-10-2010,Ath Madrid,Getafe,2,0,H,1,0,H
2010-11,16-10-2010,Barcelona,Valencia,2,1,H,0,1,A
2010-11,16-10-2010,Malaga,Real Madrid,1,4,A,0,2,A
2010-11,17-10-2010,Ath Bilbao,Zaragoza,2,1,H,2,0,H
2010-11,17-10-2010,La Coruna,Osasuna,0,0,D,0,0,D
2010-11,17-10-2010,Levante,Sociedad,2,1,H,0,0,D
2010-11,17-10-2010,Mallorca,Espanol,0,1,A,0,1,A
2010-11,17-10-2010,Santander,Almeria,1,0,H,1,0,H
2010-11,17-10-2010,Sp Gijon,Sevilla,2,0,H,1,0,H
2010-11,18-10-2010,Hercules,Villarreal,2,2,D,2,1,H
2010-11,23-10-2010,Real Madrid,Santander,6,1,H,3,0,H
2010-11,23-10-2010,Valencia,Mallorca,1,2,A,1,2,A
2010-11,23-10-2010,Zaragoza,Barcelona,0,2,A,0,1,A
2010-11,24-10-2010,Almeria,Hercules,1,1,D,0,1,A
2010-11,24-10-2010,Espanol,Levante,2,1,H,1,0,H
2010-11,24-10-2010,Getafe,Sp Gijon,3,0,H,1,0,H
2010-11,24-10-2010,Osasuna,Malaga,3,0,H,2,0,H
2010-11,24-10-2010,Sevilla,Ath Bilbao,4,3,H,2,0,H
2010-11,24-10-2010,Villarreal,Ath Madrid,2,0,H,1,0,H
2010-11,25-10-2010,Sociedad,La Coruna,3,0,H,1,0,H
2010-11,30-10-2010,Barcelona,Sevilla,5,0,H,2,0,H
2010-11,30-10-2010,Hercules,Real Madrid,1,3,A,1,0,H
2010-11,30-10-2010,Valencia,Zaragoza,1,1,D,1,1,D
2010-11,31-10-2010,Ath Bilbao,Getafe,3,0,H,2,0,H
2010-11,31-10-2010,Ath Madrid,Almeria,1,1,D,1,1,D
2010-11,31-10-2010,La Coruna,Espanol,3,0,H,1,0,H
2010-11,31-10-2010,Malaga,Sociedad,1,2,A,0,1,A
2010-11,31-10-2010,Santander,Osasuna,4,1,H,2,0,H
2010-11,31-10-2010,Sp Gijon,Villarreal,1,1,D,0,0,D
2010-11,01-11-2010,Mallorca,Levante,2,1,H,0,1,A
2010-11,06-11-2010,Espanol,Malaga,1,0,H,1,0,H
2010-11,06-11-2010,Sociedad,Santander,1,0,H,1,0,H
2010-11,07-11-2010,Almeria,Sp Gijon,1,1,D,1,0,H
2010-11,07-11-2010,Getafe,Barcelona,1,3,A,0,2,A
2010-11,07-11-2010,Levante,La Coruna,1,2,A,0,1,A
2010-11,07-11-2010,Osasuna,Hercules,3,0,H,1,0,H
2010-11,07-11-2010,Real Madrid,Ath Madrid,2,0,H,2,0,H
2010-11,07-11-2010,Villarreal,Ath Bilbao,4,1,H,2,1,H
2010-11,07-11-2010,Zaragoza,Mallorca,3,2,H,0,1,A
2010-11,08-11-2010,Sevilla,Valencia,2,0,H,0,0,D
2010-11,13-11-2010,Ath Bilbao,Almeria,1,0,H,1,0,H
2010-11,13-11-2010,Ath Madrid,Osasuna,3,0,H,2,0,H
2010-11,13-11-2010,Barcelona,Villarreal,3,1,H,1,1,D
2010-11,14-11-2010,Hercules,Sociedad,2,1,H,0,1,A
2010-11,14-11-2010,Malaga,Levante,1,0,H,0,0,D
2010-11,14-11-2010,Mallorca,La Coruna,0,0,D,0,0,D
2010-11,14-11-2010,Santander,Espanol,0,0,D,0,0,D
2010-11,14-11-2010,Sp Gijon,Real Madrid,0,1,A,0,0,D
2010-11,14-11-2010,Valencia,Getafe,2,0,H,1,0,H
2010-11,14-11-2010,Zaragoza,Sevilla,1,2,A,0,1,A
2010-11,20-11-2010,Almeria,Barcelona,0,8,A,0,5,A
2010-11,20-11-2010,Real Madrid,Ath Bilbao,5,1,H,2,1,H
2010-11,20-11-2010,Villarreal,Valencia,1,1,D,0,1,A
2010-11,21-11-2010,Espanol,Hercules,3,0,H,1,0,H
2010-11,21-11-2010,La Coruna,Malaga,3,0,H,2,0,H
2010-11,21-11-2010,Levante,Santander,3,1,H,3,0,H
2010-11,21-11-2010,Osasuna,Sp Gijon,1,0,H,0,0,D
2010-11,21-11-2010,Sevilla,Mallorca,1,2,A,0,1,A
2010-11,21-11-2010,Sociedad,Ath Madrid,2,4,A,1,0,H
2010-11,22-11-2010,Getafe,Zaragoza,1,1,D,0,1,A
2010-11,27-11-2010,Ath Madrid,Espanol,2,3,A,1,1,D
2010-11,27-11-2010,Sevilla,Getafe,1,3,A,1,0,H
2010-11,27-11-2010,Zaragoza,Villarreal,0,3,A,0,2,A
2010-11,28-11-2010,Ath Bilbao,Osasuna,1,0,H,0,0,D
2010-11,28-11-2010,Hercules,Levante,3,1,H,1,1,D
2010-11,28-11-2010,Mallorca,Malaga,2,0,H,0,0,D
2010-11,28-11-2010,Santander,La Coruna,1,0,H,0,0,D
2010-11,28-11-2010,Sp Gijon,Sociedad,1,3,A,1,2,A
2010-11,28-11-2010,Valencia,Almeria,2,1,H,1,0,H
2010-11,29-11-2010,Barcelona,Real Madrid,5,0,H,2,0,H
